sep=,
DeviceTag:,RF-2
FirmwareVersion:,2.1.0
AppVersion:,2023.6.0
SyncStatus:,Un-synced
OutputRate:,60Hz
FilterProfile:,General
Measurement Mode:,Sensor fusion Mode - Extended(Euler)
StartTime: ,2024-12-10_14:33:40_181 CET
© Movella Technologies B. V. 2005-2024

PacketCounter,SampleTimeFine,Euler_X,Euler_Y,Euler_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z,Status
260,820328736,-176.036331,-80.978363,87.113037,0.053631,0.414002,0.008519,0
261,820345403,-176.012558,-80.961578,87.096077,0.218563,0.450752,0.052825,0
262,820362070,-175.999741,-80.948486,87.022087,0.065207,0.220748,0.144554,0
263,820378737,-175.949753,-80.973877,86.935463,-0.030982,0.159786,0.173829,0
264,820395404,-175.819153,-81.019073,86.789238,-0.021395,0.166308,0.129710,0
265,820412071,-175.735901,-81.023232,86.735565,0.058680,0.200396,0.176037,0
266,820428738,-175.697098,-81.003464,86.715157,0.147014,0.257463,0.217633,0
267,820445405,-175.680069,-81.008026,86.737961,0.183827,0.151251,0.164426,0
268,820462072,-175.568832,-81.019707,86.603172,-0.009650,0.164193,0.103190,0
269,820478739,-175.532974,-81.046211,86.623009,-0.123752,0.106781,0.079961,0
270,820495406,-175.525818,-81.040596,86.637344,0.248607,0.331227,0.067913,0
271,820512073,-175.523788,-81.039833,86.604477,0.069801,0.195559,0.096116,0
272,820528740,-175.556992,-81.076347,86.632935,-0.133328,0.090827,-0.006536,0
273,820545407,-175.688385,-81.077339,86.803131,0.108966,0.166301,-0.014036,0
274,820562074,-175.788681,-81.012047,86.928757,0.175343,0.144288,0.203493,0
275,820578741,-175.710861,-80.975159,86.829933,-0.085523,-0.015434,0.299317,0
276,820595408,-175.621399,-80.995667,86.769409,0.035919,0.061974,0.039927,0
277,820612075,-175.512527,-81.011322,86.630127,0.167464,0.352186,0.007000,0
278,820628742,-175.497787,-80.999901,86.624977,0.086146,0.297662,-0.001580,0
279,820645409,-175.637100,-80.951767,86.792343,0.348909,0.229985,0.093225,0
280,820662076,-175.692780,-80.929276,86.785675,0.136159,0.081130,0.175303,0
281,820678743,-175.750992,-80.933601,86.854141,0.003544,0.124299,0.123770,0
282,820695410,-175.756836,-80.894203,86.823227,0.174389,0.329355,0.118592,0
283,820712077,-175.760498,-80.868431,86.798271,-0.075173,0.035766,0.112472,0
284,820728744,-175.838409,-80.851875,86.897743,0.324532,0.307620,0.079977,0
285,820745411,-175.915848,-80.820465,86.878548,0.005087,0.077876,0.084976,0
286,820762078,-176.026169,-80.808502,87.006065,-0.063960,0.080941,0.167810,0
287,820778745,-176.075012,-80.788170,87.025520,0.129166,0.297996,0.143003,0
288,820795412,-176.159180,-80.749763,87.109322,0.016782,0.202502,0.134334,0
289,820812079,-176.203125,-80.736641,87.139847,0.114138,0.265915,0.078532,0
290,820828746,-176.247894,-80.721359,87.166489,0.045836,0.227103,0.047873,0
291,820845413,-176.298752,-80.676773,87.191704,0.044176,0.251683,0.184421,0
292,820862080,-176.453537,-80.645668,87.363327,0.090149,-0.026066,0.098922,0
293,820878747,-176.270645,-80.678925,87.333420,1.460900,1.481314,0.160730,0
294,820895414,-176.185928,-80.518379,86.567329,-1.176236,-0.666380,0.265595,0
295,820912081,-176.319183,-80.582909,87.080048,-0.993018,-0.952973,-0.019608,0
296,820928748,-176.280136,-80.679451,87.156776,1.462435,1.462047,0.124038,0
297,820945415,-176.285660,-80.626968,86.796211,-0.360260,0.069266,0.092731,0
298,820962082,-176.510101,-80.556808,87.200142,0.195309,0.147232,0.165481,0
299,820978749,-176.572479,-80.512047,87.104813,0.506526,0.319211,0.216469,0
300,820995416,-176.565002,-80.512955,87.001854,-0.420524,-0.079694,0.246920,0
301,821012083,-176.559631,-80.572563,86.978340,-0.148042,0.232434,0.076611,0
302,821028750,-176.664139,-80.599266,87.061775,-0.305395,0.014639,-0.109790,0
303,821045417,-176.790207,-80.574692,87.154617,0.126173,0.247032,0.181663,0
304,821062084,-176.790894,-80.557640,87.139748,-0.037325,-0.080374,0.207897,0
305,821078751,-176.746780,-80.563972,87.122772,-0.014089,-0.073936,0.187956,0
306,821095418,-176.702286,-80.575401,87.131378,0.123755,0.038619,0.188229,0
307,821112085,-176.648712,-80.584412,87.130127,0.117698,0.064792,0.186405,0
308,821128752,-176.605728,-80.590630,87.209587,0.293269,0.099498,0.102245,0
309,821145419,-176.508606,-80.604385,87.116341,0.205182,0.164659,0.095237,0
310,821162086,-176.468613,-80.622147,87.168167,0.228181,0.260438,0.005765,0
311,821178753,-176.439224,-80.640648,87.129517,0.203460,0.250470,-0.043880,0
312,821195420,-176.474396,-80.668556,87.161346,0.057959,0.200978,-0.067218,0
313,821212087,-176.589111,-80.682632,87.263710,0.167611,0.298846,0.003113,0
314,821228754,-176.712982,-80.670731,87.360245,0.012971,0.242200,0.124679,0
315,821245421,-176.796219,-80.673042,87.446449,0.014070,0.164415,0.206491,0
316,821262088,-176.863998,-80.685692,87.499107,0.120787,0.189929,0.200476,0
317,821278755,-176.912369,-80.675827,87.517990,0.114822,0.238699,0.237701,0
318,821295422,-176.937103,-80.683502,87.477043,-0.057593,0.167485,0.223285,0
319,821312089,-177.016281,-80.740128,87.561951,-0.078335,0.222429,0.122821,0
320,821328756,-177.171982,-80.800644,87.698036,-0.012860,0.397232,0.045649,0
