sep=,
DeviceTag:,LF-3,,,,,,,,,,,,,,,,,
FirmwareVersion:,2.1.0,,,,,,,,,,,,,,,,,
AppVersion:,2023.6.1,,,,,,,,,,,,,,,,,
SyncStatus:,Synced,,,,,,,,,,,,,,,,,
OutputRate:,60Hz,,,,,,,,,,,,,,,,,
FilterProfile:,General,,,,,,,,,,,,,,,,,
Measurement Mode:,Sensor fusion Mode - Extended (Euler),,,,,,,,,,,,,,,,,
StartTime:,2024-12-09 11:37:39.631 +0100,,,,,,,,,,,,,,,,,
 2024,,,,,,,,,,,,,,,,,,,

PacketCounter,SampleTimeFine,Euler_X,Euler_Y,Euler_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z,Status
1, 599385919, 12.32289981842041, 14.672966003417969, 73.90444946289062, -0.110999554, -0.52562296, -1.134902, 0
2, 599402586, 12.371843338012695, 15.108498573303223, 73.86881256103516, -0.007845975, -0.20616281, -0.9260464, 0
3, 599419253, 12.398416519165039, 15.609500885009766, 73.82449340820312, 0.25120443, 0.071242906, -0.7194271, 0
4, 599435920, 12.445926666259766, 16.134737014770508, 73.77870178222656, 0.3640332, -0.080867566, -0.6564665, 0
5, 599452587, 12.489951133728027, 16.63788414001465, 73.72342681884766, 0.20926714, -0.41793934, -0.61910343, 0
6, 599469254, 12.54581069946289, 17.057397842407227, 73.671630859375, 0.08253786, -0.55126363, -0.58252525, 0
7, 599485921, 12.63868236541748, 17.356050491333008, 73.6363296508789, 0.21861511, -0.2701458, -0.55344486, 0
8, 599502588, 12.771834373474121, 17.569339752197266, 73.62467193603516, 0.25231415, 0.037194554, -0.40063095, 0
9, 599519255, 12.899881362915039, 17.692481994628906, 73.62458801269531, 0.12546945, 0.007841232, -0.31123638, 0
10, 599535922, 13.02348804473877, 17.73063850402832, 73.6281967163086, 0.0433148, -0.25870475, -0.2786789, 0
11, 599552589, 13.164875984191895, 17.646764755249023, 73.62549591064453, -0.07735236, -0.3136434, -0.30501938, 0
12, 599569256, 13.2837553024292, 17.437576293945312, 73.59762573242188, -0.1290148, -0.2785515, -0.41623116, 0
13, 599585923, 13.37360668182373, 17.142406463623047, 73.54509735107422, -0.015004089, -0.10019281, -0.53545, 0
14, 599602590, 13.42351245880127, 16.851211547851562, 73.4845962524414, 0.12603739, 0.21552111, -0.5758085, 0
15, 599619257, 13.468680381774902, 16.67866325378418, 73.4325180053711, 0.26382753, 0.38511163, -0.59813595, 0
16, 599635924, 13.506701469421387, 16.59946060180664, 73.39674377441406, 0.17932631, 0.2667382, -0.47049809, 0
17, 599652591, 13.543022155761719, 16.53801155090332, 73.38349914550781, 0.12012536, -0.11973295, -0.31150436, 0
18, 599669258, 13.587702751159668, 16.39080810546875, 73.3819351196289, -0.048332553, -0.41844943, -0.26723766, 0
