sep=,
DeviceTag:,ST-3
FirmwareVersion:,2.1.0
AppVersion:,2023.6.0
SyncStatus:,Un-synced
OutputRate:,60Hz
FilterProfile:,General
Measurement Mode:,Sensor fusion Mode - Extended(Euler)
StartTime: ,2024-12-10_14:33:40_194 CET
© Movella Technologies B. V. 2005-2024

PacketCounter,SampleTimeFine,Euler_X,Euler_Y,Euler_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z,Status
72,298136784,167.038223,-70.164574,-153.739182,0.296106,-0.125972,-0.104712,0
73,298153451,166.987946,-70.149590,-153.654190,0.232523,-0.111881,0.000207,0
74,298170118,166.924759,-70.164818,-153.638443,0.115436,-0.150931,0.103050,0
75,298186785,166.840424,-70.235832,-153.596359,0.045459,-0.192076,0.029620,0
76,298203452,166.781113,-70.307564,-153.564224,0.079026,-0.164244,-0.094633,0
77,298220119,166.764587,-70.338600,-153.484741,0.160252,-0.111869,-0.132831,0
78,298236786,166.776642,-70.350693,-153.423813,0.245482,-0.063938,-0.031947,0
79,298253453,166.763000,-70.390572,-153.408722,0.267847,-0.049367,0.099655,0
80,298270120,166.655258,-70.504303,-153.364502,0.203612,-0.072044,0.107762,0
81,298286787,166.479599,-70.675125,-153.284256,0.215159,-0.145922,0.030210,0
82,298303454,166.336761,-70.828873,-153.171021,0.271438,-0.196055,-0.092913,0
83,298320121,166.258514,-70.932823,-153.058105,0.282334,-0.210692,-0.118114,0
84,298336788,166.224274,-71.007362,-152.943665,0.253894,-0.178491,-0.051943,0
85,298353455,166.217575,-71.063339,-152.830490,0.206522,-0.116207,-0.029366,0
86,298370122,166.160706,-71.134171,-152.705444,0.143464,-0.102734,-0.070489,0
87,298386789,166.040359,-71.206039,-152.610062,0.170754,-0.103317,-0.091842,0
88,298403456,165.893936,-71.218742,-152.578857,0.206508,-0.102986,-0.140339,0
89,298420123,165.818298,-71.131668,-152.695541,0.255346,-0.076253,-0.128876,0
90,298436790,165.772354,-70.987976,-152.941544,0.249204,0.011402,-0.039213,0
91,298453457,165.582245,-70.898659,-153.123657,0.223941,-0.067318,0.019531,0
92,298470124,165.197693,-70.888901,-153.278107,0.456790,-0.209868,0.015580,0
93,298486791,164.904221,-70.862953,-153.452774,0.628762,-0.322762,0.036726,0
94,298503458,164.794662,-70.830879,-153.513489,0.527296,-0.337996,0.039029,0
95,298520125,164.753540,-70.844528,-153.411942,0.170217,-0.305059,-0.095584,0
96,298536792,164.703629,-70.851761,-153.306854,0.039931,-0.218589,-0.227509,0
97,298553459,164.651184,-70.812561,-153.203781,0.113838,-0.169334,-0.219377,0
98,298570126,164.612335,-70.732330,-153.113327,0.265618,-0.181482,-0.041081,0
99,298586793,164.576157,-70.684845,-153.038513,0.402299,-0.186952,0.101577,0
100,298603460,164.532196,-70.693794,-152.900269,0.376324,-0.162184,0.090755,0
101,298620127,164.440948,-70.731049,-152.688644,0.284308,-0.149275,-0.069605,0
102,298636794,164.310211,-70.718338,-152.540329,0.363232,-0.155989,-0.078153,0
103,298653461,164.306854,-70.694191,-152.424133,0.533809,-0.050283,-0.125929,0
104,298670128,164.488174,-70.589935,-152.347549,0.448853,0.072163,-0.132593,0
105,298686795,164.690430,-70.438805,-152.421570,0.232113,0.150817,-0.104694,0
106,298703462,164.720551,-70.323151,-152.627045,0.078668,0.132069,0.025418,0
107,298720129,164.584473,-70.275345,-152.973694,0.113797,0.059555,0.122001,0
108,298736796,164.374130,-70.301514,-153.320007,0.224144,-0.048690,0.062364,0
109,298753463,164.262039,-70.317673,-153.763443,0.248657,-0.178746,0.019995,0
110,298770130,164.336502,-70.267532,-154.239258,0.330156,-0.232208,0.041064,0
111,298786797,164.592422,-70.213516,-154.625076,0.391233,-0.192870,0.166658,0
112,298803464,164.987335,-70.241318,-154.797714,0.360383,-0.108062,0.228992,0
113,298820131,165.413315,-70.355980,-155.273376,0.273658,-0.070533,0.100046,0
114,298836798,165.814072,-70.464821,-155.628555,0.113151,-0.056368,-0.064719,0
115,298853465,166.228180,-70.464790,-156.039368,-0.005706,-0.060469,-0.109194,0
116,298870132,166.600906,-70.383492,-156.711441,-0.019722,-0.109042,-0.027919,0
117,298886799,166.918716,-70.322571,-157.418564,0.120866,-0.220265,0.241547,0
118,298903466,167.236496,-70.419235,-158.157516,0.336284,-0.226107,0.412164,0
119,298920133,167.475037,-70.795830,-158.674728,0.275600,-0.195497,0.102667,0
120,298936800,167.595230,-71.253365,-159.252670,0.092206,-0.158404,-0.196316,0
121,298953467,167.785156,-71.528641,-159.891708,0.077977,-0.189526,-0.333936,0
122,298970134,168.021225,-71.672417,-160.523132,0.171041,-0.204040,-0.222975,0
123,298986801,168.179337,-71.810463,-161.127335,0.243887,-0.314561,-0.068021,0
124,299003468,168.264893,-72.023232,-161.757828,0.275698,-0.459317,0.106008,0
125,299020135,168.345856,-72.263573,-162.469467,0.327758,-0.559478,0.111167,0
126,299036802,168.460388,-72.544708,-163.167862,0.306191,-0.600739,0.027103,0
127,299053469,168.627029,-72.838501,-163.767731,0.258669,-0.604739,-0.080066,0
128,299070136,168.868530,-73.078651,-164.220474,0.226127,-0.592207,-0.181279,0
129,299086803,169.280884,-73.215118,-164.670319,0.181874,-0.503456,-0.179720,0
130,299103470,169.812576,-73.267738,-165.168228,0.088304,-0.430264,-0.053709,0
131,299120137,170.223618,-73.355598,-165.705582,-0.008799,-0.432999,0.073083,0
132,299136804,170.408585,-73.589371,-166.302017,-0.029892,-0.419255,0.029555,0
133,299153471,170.378616,-73.914474,-166.961502,-0.034082,-0.524357,0.004415,0
134,299170138,170.363373,-74.162651,-167.747147,0.171370,-0.505380,0.122376,0
135,299186805,170.321671,-74.436211,-168.399323,0.442932,-0.464868,-0.087656,0
136,299203472,170.461258,-74.702759,-168.814285,0.571489,-0.342552,-0.269991,0
137,299220139,170.667786,-74.812248,-169.097549,0.397327,-0.435620,-0.290060,0
138,299236806,170.917038,-74.815163,-169.390717,0.419735,-0.435030,-0.112805,0
139,299253473,171.163422,-74.833519,-169.528046,0.501169,-0.284154,-0.218484,0
140,299270140,171.550125,-74.749237,-169.550659,0.556332,-0.169144,-0.144349,0
141,299286807,171.897034,-74.702278,-169.510147,0.395641,-0.177207,-0.131473,0
142,299303474,172.095428,-74.708778,-169.615631,0.248780,-0.149089,-0.238711,0
143,299320141,172.101486,-74.720428,-169.792801,0.235660,-0.200881,-0.251872,0
144,299336808,171.998001,-74.673820,-169.917160,0.291304,-0.378151,-0.116484,0
145,299353475,171.990402,-74.597595,-169.945831,0.351045,-0.490316,0.036631,0
146,299370142,172.105667,-74.546570,-169.873322,0.360363,-0.505761,0.026071,0
147,299386809,172.314255,-74.521843,-169.753693,0.288883,-0.377149,-0.125643,0
148,299403476,172.550461,-74.417099,-169.654221,0.190173,-0.254277,-0.231373,0
149,299420143,172.757202,-74.192978,-169.585724,0.174480,-0.159068,-0.200235,0
150,299436810,172.935059,-73.923042,-169.551758,0.215073,-0.131166,-0.032443,0
151,299453477,173.055984,-73.723862,-169.574310,0.185860,-0.174209,0.071985,0
152,299470144,173.078918,-73.659859,-169.691910,0.193067,-0.206923,-0.001060,0
153,299486811,173.059189,-73.641945,-169.938614,0.247378,-0.246807,-0.093878,0
154,299503478,173.064377,-73.538361,-170.262756,0.352563,-0.275824,-0.093564,0
155,299520145,173.128738,-73.329224,-170.580582,0.417140,-0.323120,-0.018793,0
156,299536812,173.224258,-73.109909,-170.807449,0.477927,-0.371098,0.063194,0
157,299553479,173.345840,-72.923576,-170.940704,0.403143,-0.388149,0.129520,0
158,299570146,173.400253,-72.828728,-171.054657,0.312355,-0.441776,0.157654,0
159,299586813,173.396744,-72.811272,-171.231735,0.210956,-0.466828,0.018006,0
160,299603480,173.423584,-72.738289,-171.440720,0.183340,-0.452531,-0.095344,0
161,299620147,173.434647,-72.625771,-171.599884,0.145957,-0.463312,-0.080906,0
162,299636814,173.384842,-72.540047,-171.680786,0.111483,-0.503795,-0.066283,0
163,299653481,173.279114,-72.477203,-171.769012,0.194370,-0.552902,-0.031838,0
164,299670148,173.279419,-72.393700,-171.880051,0.394645,-0.502869,0.079842,0
165,299686815,173.423187,-72.325966,-171.934296,0.347201,-0.445616,0.058160,0
166,299703482,173.603943,-72.314697,-171.914642,0.271952,-0.346517,0.020593,0
167,299720149,173.761078,-72.357697,-171.921799,0.141766,-0.309762,-0.106580,0
168,299736816,173.846725,-72.360756,-172.075546,0.077629,-0.268098,-0.193514,0
